address,agency,bbl,bin,borough,bridgeid,category,description,mappable,maprojid,origin,parkid,parkname,zipcode
,DPR,,,,,,PlaNYC- Y13 Site Prep & Planting @ N. Brother Isl X308-111M,No - Can never be mapped,846P-1PNYR05,mapped,,,
,DPR,,,,,,Security cameras at St Mary's Park,Yes - Single Park,846P-1STMCAM,mapped,,,
,DPR,,,,,,Van Cortlandt Park Memorial Grove - X092-309M,Yes - Single Park,846P-1VCMEMO,mapped,,,
,DPR,,,,,,ASPHALT GREEN BOILER M286-114M,Yes - Single Park,846P-308AGFB,mapped,,,
,DPR,,,,,,PPA- Recon. Carousel,Yes - Single Park,846P-200CRSL,mapped,,,
,DPR,,,,,,PPA- Freeze Resistant Water Fountains,No - Can never be mapped,846P-200FRWF,mapped,,,
,DPR,,,,,,PROSPECT PARK PK CIRCLE ENTR ENSMB&SURR LNDS RCNS B073-500M,Yes - Single Park,846P-200K01T,mapped,,,
,DPR,,,,,,PPA- Prospect Park Renovations,No - Can never be mapped,846P-200PPAR,mapped,,,
,DPR,,,,,,PPA- Long Meadow Ballfields,Yes - Single Park,846P-200PPBL,mapped,,,
,DPR,,,,,,ASPHALT GREEN- MURPHY CENTER ELEVATION RESTORATION,Yes - Single Park,846P-308AGMC,mapped,,,
,DPR,,,,,,Prospect Park Zoo - Building C roof,Yes - Single Park,846P-200ZO15,mapped,,,
,DPR,,,,,,CITY PARKS FOUND-SUMMERSTAGE RENOVATION M005,No - Can be in future,846P-301SUMM,mapped,,,
,DPR,,,,,,Berry Playground - B154-,No - Can never be mapped,846P-201BRRY,mapped,,,
,DPR,,,,,,ROBERTO CLEMENTE BALLFIELD (FY08 FUNDS),No - Can be in future,846P-201D17C,mapped,,,
,DPR,,,,,,BAM Park,No - Can be in future,846P-202BAMT,mapped,,Not Parks Property,
,DPR,,,,,,COMMODORE BARRY PARK REHAB (B021-110M),Yes - Single Park,846P-202BARY,mapped,,,
,DPR,,,,,,"FORT GREENE PK PRISONSH MARTYRS MONU&BR EAGL B32-103MA,203MA",Yes - Single Park,846P-202C974,mapped,,,
,DPR,,,,,,COMMODORE BARRY PARK,No - Can be in future,846P-202CBPK,mapped,,,
,DPR,,,,,,COMMODORE BARRY PARK - LIGHTING,No - Can be in future,846P-202CMMD,mapped,,,
,DPR,,,,,,MCLAUGHLIN PARK PLAYGROUND (B061-108M),Yes - Single Park,846P-202D17F,mapped,,,
,DPR,,,,,,SIXTEEN SYCAMORE PK CS,No - Can be in future,846P-202D17G,mapped,,,
,DPR,,,,,,VON KING PK CULTURAL ARTS CENTER PH 1 RCNSTR; B088-104M-404M,Yes - Single Park,846P-203C17P,mapped,,,
,DPR,,,,,,MARIA HERNANDEZ PARK DOG RUN (B016-110M),Yes - Single Park,846P-204D17J,mapped,,,
,DPR,,,,,,Irving Square Park,No - Can be in future,846P-204IVSP,mapped,,,
,DPR,,,,,,Sperandeo Brothers playground B163-110M,Yes - Single Park,846P-205SBRO,mapped,,,
,DPR,,,,,,Schenk Playground - B261,No - Can be in future,846P-205SHNK,mapped,,,
,DPR,,,,,,RED HOOK WATERFRONT PARK,No - Can never be mapped,846P-206D17A,mapped,,,
,DPR,,,,,,SLOPE PARK RENOVATIONS (B288-110M),Yes - Single Park,846P-206D17C,mapped,,,
,DPR,,,,,,THOMAS GREENE PLAYGROUND RENOVATION B145-111M,Yes - Single Park,846P-206DGPK,mapped,,,
,DPR,,,,,,Red Hook - Oversight 9,No - Can never be mapped,846P-206RH02,mapped,,,
,DPR,,,,,,Red Hook Track 1/Soccer 3 & Ballfields 1-4,No - Can be in future,846P-206RHBS,mapped,,,
,DPR,,,,,,Red Hook- EPA Oversight 5-8,No - Can never be mapped,846P-206RHO1,mapped,,,
,DPR,,,,,,Red Hook - Soccer 1 & 6,No - Can be in future,846P-206RHSF,mapped,,,
,DPR,,,,,,"VALENTINO PARK, PIER & COMFT. STA. B418-113M",No - Can never be mapped,846P-206VLTN,mapped,,,
,DPR,,,,,,Lincoln Terrace - Tennis Building,No - Can never be mapped,846P-208LTTB,mapped,,,
,DPR,,,,,,Wingate Park,No - Can never be mapped,846P-209WING,mapped,,,
,DPR,,,,,,SHORE ROAD PATHWAY BICYCLE PATH,No - Can be in future,846P-210D17T,mapped,,,
,DPR,,,,,,Ft. Hamilton HS- Track Renovation,No - Can be in future,846P-210FHAF,mapped,,,
,DPR,,,,,,Colonel David Marcus playground,No - Can never be mapped,846P-212CDMP,mapped,,,
,DPR,,,,,,Abe Stark skating rink - purchase zamboni,No - Can be in future,846P-213ABES,mapped,,,
,DPR,,,,,,ABE STARK BOILERS AND CHILLERS (B169-111M),Yes - Single Park,846P-213BOIL,mapped,,,
,DPR,,,,,,"PARADE GNDS BLFLDS PRTPH3 PARKSI,PARAD,CATON,CI AV;B068-102M",Yes - Single Park,846P-214K01A,mapped,,,
,DPR,,,,,,PPA - GALLOPNYC- RIDING RING IN PROSP. PK,No - Can never be mapped,846P-214RIDE,mapped,,,
,DPR,,,,,,Kelly Park -Abatement (B051),No - Can be in future,846P-215KELY,mapped,,,
,DPR,,,,,,McDonald Playground -B244,Yes - Single Park,846P-215MCDD,mapped,,,
,DPR,,,,,,Betsy Head - Football Field B008,No - Can be in future,846P-216BHFF,mapped,,,
,DPR,,,,,,BETSY HEAD - IMAGINATION PLGD CS B008,No - Can be in future,846P-216BHIP,mapped,,,
,DPR,,,,,,BROWNSVILLE RECREATION CENTER (B270-114M),Yes - Single Park,846P-216BRWN,mapped,,,
,DPR,,,,,,WYCKOFF HOUSE PARK CULT. EDUC. COMPLX B376-113M,No - Can be in future,846P-217D017,mapped,,,
,DPR,,,,,,WYCKOFF HOUSE -HVAC B376-114MA,Yes - Single Park,846P-217HVAC,mapped,,,
,DPR,,,,,,Paerdegat Athletic Facility HVAC System,Yes - Single Park,846P-217PDAF,mapped,,,
,DPR,,,,,,TILDEN PLAYGROUND-SHIRLEY CHISHOLM COMM CTR B234,No - Can be in future,846P-217TILD,mapped,,,
,DPR,,,,,,CANARSIE PARK SHADE STRUCTURE (MUSIC PAVILION) B018-114M,No - Can be in future,846P-218CPMP,mapped,,,
,DPR,,,,,,LINDOWER (ALEX LINDOWER) PARK PLAYGROUND PH 1 B329-109M,Yes - Single Park,846P-218D17L,mapped,,,
,DPR,,,,,,MARINE PARK LENAPE PLAYGROUND (FY08 FUNDS),No - Can be in future,846P-218D17M,mapped,,,
,DPR,,,,,,BK Golf Alliance - Marine Pk. Golf Course - B057-415M,No - Can never be mapped,846P-218GOLF,mapped,,,
,DPR,,,,,,Central Park - CPF - Summerstage,No - Can be in future,846P-3CPFSS2,mapped,,,
,DPR,,,,,,MARINE PARK- SALT MARSH CTR B057-115M,Yes - Single Park,846P-218MPNC,mapped,,,
,DPR,,,,,,Marine Park- Veterans Memorial (B057-),Yes - Single Park,846P-218MPVT,mapped,,,
,DPR,,,,,,Power-Memorial- Seating Area ( B291-),No - Can be in future,846P-218PWMP,mapped,,,
,DPR,,,,,,CONEY ISLAND GREENWAY PROPOSED SAFETEA GRANT,No - Can be in future,846P-2CIGNWY,mapped,,,
,DPR,,,,,,RECONSTRUCTION OF VARIOUS SEGMENT OF CONEY ISL. BDWLK,No - Can be in future,846P-2CIWALK,mapped,,,
,DPR,,,,,,Alliance for Coney Island- Wayfinding Displays,No - Can be in future,846P-2CONYWF,mapped,,,
,DPR,,,,,,Fort Hamilton HS Synthetic Field and Track Renovation,No - Can be in future,846P-2FHHSFT,mapped,,,
,DPR,,,,,,Gateway Estates -Cleveland Pk playground (B547- 114M),No - Can never be mapped,846P-2GATEW6,mapped,,,
,DPR,,,,,,Gateway Estates - Cleveland Park comf stat (B547 -214M ),No - Can never be mapped,846P-2GATEW7,mapped,,,
,DPR,,,,,,Gateway Estates- multi-purpose ballfield B548-114M,No - Can never be mapped,846P-2GATEW8,mapped,,,
,DPR,,,,,,RECON. FENCING & GEN. SITEWORK-RAPPAPORT HOCKEY RINK-BG311M,Yes - Single Park,846P-2PLG13A,mapped,,,
,DPR,,,,,,"RECON.PLAY EQUIP, SFTY SURF, GEN SITEWKBELMONT PLGD BG-311M",Yes - Single Park,846P-2PLG13B,mapped,B283,Belmont Playground,
,DPR,,,,,,"RECON. WALKWAYS, WATER SERVICE & GEN SITEW-VALENTINO BG-31",Yes - Single Park,846P-2PLG13C,mapped,,,
,DPR,,,,,,SEBA Debris Abatement - B054-415M,No - Can be in future,846P-2PLG14C,mapped,,,
,DPR,,,,,,Thomas Greene Plgrd R/C -BG-613M,Yes - Single Park,846P-2PLG14F,mapped,,,
,DPR,,,,,,"Non FEMA Sandy: Coney Island Coastal Greenstreets, BG-515M",Yes - Single Park,846P-2SANDY,mapped,,"No Property ID, map as polygon between Brighton 1st Street, Neptune Avenue, West End Avenue, and the Coney Island Boardwalk",
,DPR,,,,,,Asser Levy Rec Ctr ADA Ramp,No - Can be in future,846P-300ALAR,mapped,,,
,DPR,,,,,,Central Park - Construction for Maintanence & Operation,Yes - Single Park,846P-3CENTA,mapped,,,
,DPR,,,,,,CPZ RED PANDA REFURBISHMENT,Yes - Single Park,846P-300ZOO7,mapped,,,
,DPR,,,,,,Battery Park Office convert to Comfort station M005,No - Can be in future,846P-301BPOC,mapped,,,
,DPR,,,,,,LMDC-PECK SLIP RECONSTRUCTION M167-106M,No - Can never be mapped,846P-301PECK,mapped,,,
,DPR,,,,,,PDF - BARTOW PELL MANSION - PORTIONS OF BUILDING X039-506M,Yes - Single Park,846P-110MANS,mapped,,,
,DPR,,,,,,WASHINGTON MARKET PARK COMFORT STATION M308-108M,Yes - Single Park,846P-301WMCS,mapped,,,
,DPR,,,,,,Jane Street Garden - Fence Replacement,No - Can never be mapped,846P-302JSGF,mapped,,,
,DPR,,,,,,MINETTA PLAYGROUND RECON M125-108M,Yes - Single Park,846P-302MINN,mapped,,,
,DPR,,,,,,LMDC -PIKE - ALLEN STREET MALLS M004-108M,Yes - Single Park,846P-303ALEN,mapped,,,
,DPR,,,,,,Alfred E Smith Rec Center - Upgrade Gym Lighting,No - Can be in future,846P-303ASGL,mapped,,,
,DPR,,,,,,Al Smith Rec Cntr-replace a/c & new windows,No - Can be in future,846P-303ASRC,mapped,,,
,DPR,,,,,,Corlear's Hook Park,No - Can be in future,846P-303CRHP,mapped,,,
,DPR,,,,,,Downing Playground-renovation plgr &W. Churchill Garden,No - Can be in future,846P-303DOPG,mapped,,,
,DPR,,,,,,EAST RIVER ESPLANADE R/C M289,Yes - Single Park,846P-303ERES,mapped,,,
,DPR,,,,,,Hamilton Fish Rec.Ctr-replace roof & alarm system,No - Can be in future,846P-303HFRC,mapped,,,
,DPR,,,,,,Kim Lau Square,No - Can be in future,846P-303KLSQ,mapped,,,
,DPR,,,,,,Tompkins Sq. Dog Run - Anaerobic Dog Waste Digester,No - Can be in future,846P-303TSDR,mapped,,,
,DPR,,,,,,CHELSEA REC CTR DOORS REPLACEMENT M260,No - Can be in future,846P-304CRCD,mapped,,,
,DPR,,,,,,De Witt Clinton Park,Yes - Single Park,846P-304DWIT,mapped,,,
,DPR,,,,,,UNION SQ PLGDS & NORTHERN END M089-107M/407M,Yes - Single Park,846P-305USPG,mapped,,,
,DPR,,,,,,Union Square Triangle Upgrade,No - Can be in future,846P-305USTU,mapped,,,
,DPR,,,,,,Asser Levy Rec Ctr-new ramp,No - Can be in future,846P-306ALRR,mapped,,,
,DPR,,,,,,HVAC at Asser Levy Playground,No - Can be in future,846P-306ASLV,mapped,,,
,DPR,,,,,,54TH STREET RECREATION CENTER ROOFDECK RESURFACE M130,No - Can never be mapped,846P-306R54R,mapped,,,
,DPR,,,,,,Tramway Plaza Irrigation,No - Can be in future,846P-306TRPL,mapped,,,
,DPR,,,,,,WEST 59TH ST REC CTR (ANNEX) M063-104M/404M,Yes - Single Park,846P-307ANEX,mapped,,,
,DPR,,,,,,"BOOKER T WASHINGTON PLGD FENCE, HB & BKBL CT RECON M200",No - Can never be mapped,846P-307BFHB,mapped,,,
,DPR,,,,,,Bull Moose Dog Run Anaerobic Dog Waste Digester,No - Can never be mapped,846P-307BMDR,mapped,,,
,DPR,,,,,,BLOOMINGDALE PLGD - RENOVATE SCHOOLYARD M238,No - Can never be mapped,846P-307BPLG,mapped,,,
,DPR,,,,,,BOOKER T WASHINGTON ASTROTURF & BKBL CT RECON M200-105M,Yes - Single Park,846P-307BTWP,mapped,,,
,DPR,,,,,,DAMROSCH PK - PLATFORM CONSTRUCTION M231-110M,Yes - Single Park,846P-307DAMP,mapped,,,
,DPR,,,,,,RVSD PK - 102ND ST FIELD HOUSE M071,No - Can never be mapped,846P-307R102,mapped,,,
,DPR,,,,,,RVSD PK - CONVERT PKING LOT TO OVERLOOK M071,No - Can never be mapped,846P-307RPCV,mapped,,,
,DPR,,,,,,RIVERSIDE PARK -103RD &107TH ST-SYNTH TURF BFLDS M071-403M,Yes - Single Park,846P-307RPLL,mapped,,,
,DPR,,,,,,RIVERSIDE PK- CANTILEVER 83RD-91ST M071-297A,Yes - Single Park,846P-307RVSD,mapped,,,
,DPR,,,,,,LINCOLN CTR N. & S. TUNNEL UPGRADES-SUBWAY ENTRANCE M232,No - Can be in future,846P-307TUNN,mapped,,,
,DPR,,,,,,HENDRICK LOTT HOUSE - PHASE 3,Yes - Single Park,846P-218LOTT,mapped,,,
,DPR,,,,,,MERCHANT HOUSE MUSEUM- EAST FACADE & SHUTTER RESTO M318,No - Can be in future,846P-308MHM2,mapped,,,
,DPR,,,,,,Morris Jumel mansion - exterior renovation,No - Can be in future,846P-312MJMR,mapped,M073,Roger Morris Park,
,DPR,,,,,,Asphalt Green Pool Filtration,No - Can be in future,846P-308AGPF,mapped,,,
,DPR,,,,,,Carl Schurz Playground Reconstruction,Yes - Single Park,846P-308CSPG,mapped,,,
,DPR,,,,,,JOHN JAY PARK LOCKER ROOMS M045,Yes - Single Park,846P-308JJLR,mapped,,,
,DPR,,,,,,JOHN JAY PARK BATHHOUSE RENOVATION M045-105M/405M,Yes - Single Park,846P-308JJPB,mapped,,,
,DPR,,,,,,John Jay Green Space Improvements,No - Can be in future,846P-308JJPK,mapped,,,
,DPR,,,,,,MORRIS JUMEL HHT - OCTAGON RM RENOVATION M073-114M,Yes - Single Park,846P-312MJOR,mapped,,,
,DPR,,,,,,MERCHANT HOUSE MUSEUM- SLATE ROOF AND FIRE ESCAPE RENOVATI,No - Can be in future,846P-308MHM3,mapped,,,
,DPR,,,,,,MERCHANT HOUSE MUSEUM RESTORATION M318-109M,Yes - Single Park,846P-308MHMR,mapped,,,
,DPR,,,,,,Morningside Park,No - Can never be mapped,846P-309MSPK,mapped,,,
,DPR,,,,,,Courtney Callendar Playground-handball court,No - Can be in future,846P-310CCPG,mapped,,,
,DPR,,,,,,COLONEL CHARLES YOUNG PK - BASEBALL FLDS RENOVATION M186,No - Can be in future,846P-310CCYB,mapped,,,
,DPR,,,,,,Hansborough Recreation Center,No - Can be in future,846P-310HBRC,mapped,,,
,DPR,,,,,,HANSBOROUGH REC CTR COMPUTER PURCHASE M131,No - Can be in future,846P-310HCOM,mapped,,,
,DPR,,,,,,HANSBOROUGH RECR CTR - MEN & LADIES LOCKER RM PH 1 M131-11,Yes - Single Park,846P-310HRLL,mapped,,,
,DPR,,,,,,Jackie Robinson Rec Ctr-replace gym floor,No - Can be in future,846P-310JRGY,mapped,,,
,DPR,,,,,,Jackie Robinson Rec Ctr - Interior upgrades,No - Can never be mapped,846P-310JRRC,mapped,,,
,DPR,,,,,,PELHAM FRITZ REC CTR BANDSHELL & AMPHITHEATER M058-109/20,Yes - Single Park,846P-311MGMP,mapped,,,
,DPR,,,,,,PELHAM FRITZ REC CTR WINDOWS & BOILER M058-112M,No - Can never be mapped,846P-311MGPF,mapped,,,
,DPR,,,,,,MARCUS GARVEY PK - PELHAM FRITZ RECREATION CTR CONS M058,No - Can be in future,846P-311PFRI,mapped,,,
,DPR,,,,,,THOMAS JEFFERSON PARK REC CTR HVAC M047-109M,Yes - Single Park,846P-311TJHV,mapped,,,
,DPR,,,,,,DYCKMAN FARMHOUSE : ADA RAMP AND BATHROOM RENOVATION,No - Can be in future,846P-312DFAR,mapped,,,
,DPR,,,,,,DYCKMAN HOUSE MUSEUM ROOF RC M028,No - Can be in future,846P-312DMRR,mapped,,,
,DPR,,,,,,HIGHBRIDGE PARK - Pool Ice Rink,No - Can be in future,846P-312HBIC,mapped,,,
,DPR,,,,,,INWOOD HILL PARK LITTLE LEAGUE BASEBALL FIELD LIGHTING M042,No - Can be in future,846P-312IHLL,mapped,,,
,DPR,,,,,,J HOOD WRIGHT PARK REC CTR WINDOWS M099,No - Can be in future,846P-312JHRW,mapped,,,
,DPR,,,,,,GRACIE MANSION HVAC M081,No - Can be in future,846P-3GMHVAC,mapped,,,
,DPR,,,,,,BOWNE HOUSE KITCHEN AND SHED WING,No - Can be in future,846P-407BHKS,mapped,,,
,DPR,,,,,,P.S 28 (ORVILLE & WILBUR) PLGD& ADA UPGRADE TO C/S M234-109M,Yes - Single Park,846P-312WRIT,mapped,,,
,DPR,,,,,,Central Park - Swedish Cottage M010-116M,No - Can never be mapped,846P-313CPSW,mapped,,,
,DPR,,,,,,BATTERY PARK SEAGLASS CAROUSEL M005-208M,Yes - Single Park,846P-3BBGARD,mapped,,,
,DPR,,,,,,BOWNE HOUSE REHAB,No - Can never be mapped,846P-407BOWH,mapped,,,
,DPR,,,,,,Central Park - Hecksher east landscape M010-207M,Yes - Single Park,846P-3CENTRQ,mapped,,,
,DPR,,,,,,BOWNE HOUSE HISTORICAL SOCIETY,No - Can be in future,846P-407BOWN,mapped,,,
,DPR,,,,,,Central Park - CPF - Summerstage M010-106M,Yes - Single Park,846P-3CTYSTG,mapped,,,
,DPR,,,,,,Delury Square Renovation- Manhattan,No - Can be in future,846P-3DELURY,mapped,,,
,DPR,,,,,,NY RESTORATION PROJ (SHERMAN CREEK BOATHOUSE) M300-106MA,No - Can be in future,846P-3NYPARK,mapped,,,
,DPR,,,,,,Green Oasis/Gilbert's Sculpture Garden,No - Can be in future,846P-3GOGILB,mapped,,,
,DPR,,,,,,La Plaza Cultural Community Garden: Fence Renovation,No - Can be in future,846P-3LPLZCG,mapped,,,
,DPR,,,,,,Pier 42-construct a new 8 acre park,Yes - Single Park,846P-3P42EPK,mapped,,,
,DPR,,,,,,Gertrude Kelly Pk RC (MG-112M) WO#7,Yes - Single Park,846P-3PL12A4,mapped,,,
,DPR,,,,,,Reconstruction of plgr @ Morningside Park MG-112M),Yes - Single Park,846P-3PL12A5,mapped,,,
,DPR,,,,,,Recon Gertrude Ederle W 59th St Playground MG-314M,Yes - Single Park,846P-3PL14A1,mapped,,,
,DPR,,,,,,Reconstruction of Playground 89 (MG-314M),Yes - Single Park,846P-3PL14A3,mapped,,,
,DPR,,,,,,Site work at Sherman Creek Park (MG-314M),No - Can never be mapped,846P-3PL14A5,mapped,,,
,DPR,,,,,,"Sherman Creek Plyg, RC Manhattan(MG-112M) WO#8B",Yes - Single Park,846P-3PLG12B,mapped,,,
,DPR,,,,,,PlaNYC - Highbridge Reconstruction,Yes - Single Park,846P-3PNYC01,mapped,,,
,DPR,,,,,,"PS 155M Playground , Manhattan",No - Can be in future,846P-3PS155M,mapped,,,
,DPR,,,,,,Prospect Park Zoo - Amur Leopard exhibit,Yes - Single Park,846P-200884L,mapped,,,
,DPR,,,,,,FY09 Roof Req Thomas Jeff Rec Ctr (MG-709M) WO#10,Yes - Single Park,846P-3ROOF9A,mapped,,,
,DPR,,,,,,RIVERSIDE PARK HIPPO & DINOSAUR PLGDS M071-105MA,Yes - Single Park,846P-3RVSDHP,mapped,,,
,DPR,,,,,,TONY DAPOLITO RECREATION CENTER PH 1,No - Can never be mapped,846P-3TONYDR,mapped,,,
,DPR,,,,,,Prospect Park Zoo - Renovation of Discovery Trail,No - Can be in future,846P-200ZO10,mapped,,,
,DPR,,,,,,Prospect Park Zoo - HVAC system replacement,Yes - Single Park,846P-200ZO16,mapped,,,
,DPR,,,,,,CPZ -Ticket Booth Relocation,Yes - Single Park,846P-300ZO10,mapped,,,
,DPR,,,,,,"CPZ TROPICAL BUILDING, MEZZANINE HVAC REPLACEMENT",Yes - Single Park,846P-300ZO16,mapped,,,
,DPR,,,,,,Queens Zoo - public and service path paving,No - Can be in future,846P-400ZO15,mapped,,,
,DPR,,,,,,QUEENS WILDLIFE CTR - OWL EXHIBIT,No - Can be in future,846P-400ZO16,mapped,,,
,DPR,,,,,,Queens Zoo - Aviary Mesh Replacement,No - Can be in future,846P-400ZO17,mapped,,,
,DPR,,,,,,Astoria Park Pathway R/C Q004-116M,No - Can never be mapped,846P-401APER,mapped,,,
,DPR,,,,,,QUEENSBRIDGE PARK SEAWALL AND BULKHEAD REPAIR Q104-112M,Yes - Single Park,846P-401QSEA,mapped,,,
,DPR,,,,,,PARK OF THE AMERICAS BATHROOM IMPROVEMENTS RC Q026,No - Can be in future,846P-404PKAM,mapped,,,
,DPR,,,,,,JUNIPER VALLEY PARK TRACK,No - Can be in future,846P-405JPTK,mapped,,,
,DPR,,,,,,AUSTIN PLAYGROUND C/S UPGRADES Q304,Yes - Single Park,846P-406AUS1,mapped,,,
,DPR,,,,,,LOST BATTALION HALL GYM FLOOR Q401,No - Can be in future,846P-406LBA2,mapped,,,
,DPR,,,,,,Playground Sixty Two R/C,No - Can be in future,846P-406PG62,mapped,,,
,DPR,,,,,,Queens Zoo-Peccary Exhibit Renovation,Yes - Single Park,846P-400ZO19,mapped,,,
,DPR,,,,,,ARCHAEOLOGICAL SVCS. BOWNE HOUSE & VISITORS CENTER Q022-31,Yes - Single Park,846P-407BHV2,mapped,,,
,DPR,,,,,,Queens Zoo - Admnistration Building - roof replacement,No - Can be in future,846P-400ZOO4,mapped,,,
,DPR,,,,,,Queens Zoo - sea lion exhibit,Yes - Single Park,846P-400ZOO5,mapped,,,
,DPR,,,,,,Bay Terrace Playground: Repaving of Courts,No - Can be in future,846P-407BTPL,mapped,Q399,Bay Terrace Playground,
,DPR,,,,,,FRANK GOLDEN PK -SHANNON GAELS,Yes - Single Park,846P-407FGP2,mapped,,,
,DPR,,,,,,Harvey Park,No - Can be in future,846P-407HARV,mapped,,,
,DPR,,,,,,Murray Hill Playground,No - Can never be mapped,846P-407HIL2,mapped,,,
,DPR,,,,,,Maple Playground R/C,No - Can be in future,846P-407MAPL,mapped,,,
,DPR,,,,,,KISENNA VALLEY PK RC VELODROME,No - Can be in future,846P-407VELO,mapped,,,
,DPR,,,,,,Cunningham Park Garage Space Conversion,No - Can be in future,846P-408CPGA,mapped,,,
,DPR,,,,,,Hoover Playground,No - Can be in future,846P-408HOV2,mapped,,,
,DPR,,,,,,Lt. Clinton L. Whiting Square R/C,No - Can never be mapped,846P-409WHSQ,mapped,,,
,DPR,,,,,,Roy Wilkins Outdoor Stage,No - Can never be mapped,846P-412RWOS,mapped,,,
,DPR,,,,,,IDLEWILD PK SITE B Q392-110M,No - Can never be mapped,846P-413IDL2,mapped,,,
,DPR,,,,,,WILLIAM GUNN PLAYGROUND EXPANSION,No - Can be in future,846P-413WGPF,mapped,,,
,DPR,,,,,,Broad Channel American Park,No - Can never be mapped,846P-414BCAP,mapped,,,
,DPR,,,,,,Rockaway Boardwalk Upgrades,No - Can never be mapped,846P-414BDW2,mapped,,,
,DPR,,,,,,LANNETT PLAYGROUND,No - Can be in future,846P-414LAN2,mapped,,,
,DPR,,,,,,BEACH 59 ST PLAYGROUND UPGRADE PK,No - Can be in future,846P-414RB59,mapped,,,
,DPR,,,,,,Tribute Park,Yes - Single Park,846P-414TRB2,mapped,,,
,DPR,,,,,,FMCP - PURCHASE FIELD MAINTENANCE EQUIP Q099,No - Can never be mapped,846P-415FMME,mapped,,,
,DPR,,,,,,FMCP - Lawrence Plgd & Comfort Station R/C Q099-216M,No - Can never be mapped,846P-415LWPG,mapped,,,
,DPR,,,,,,FMCP Pedestrian Access to Marina,Yes - Single Park,846P-415PEDA,mapped,,,
,DPR,,,,,,WILLOW LAKE NATURE CENTER Q348,No - Can be in future,846P-415WLNC,mapped,,,
,DPR,,,,,,Forest Park 9/11 Memorial Enhancements,No - Can never be mapped,846P-4911MEM,mapped,,,
,DPR,,,,,,Broad Channel/Road Park Upgrades,No - Can be in future,846P-4BCRDPK,mapped,,,
,DPR,,,,,,FMCP - Major Improvments,No - Can be in future,846P-4BOROW1,mapped,,,
,DPR,,,,,,CPI PH1- RC- Astoria Heights & Bowne Plgd C/S QG-1015M,Yes - Single Park,846P-4CPIBN5,mapped,,,
,DPR,,,,,,Queens Zoo - Education Classroom initiative,No - Can be in future,846P-400ZOO8,mapped,,,
,DPR,,,,,,OLMSTED CTR RC AND ANNEX DESIGN FEE Q099-808M/1108M,No - Can never be mapped,846P-4OLMST,mapped,,,
,DPR,,,,,,OLMSTED CTR - CONSTRUCTION OF ANNEX Q099-110/410/510 OMBP,Yes - Single Park,846P-4OLMST1,mapped,,,
,DPR,,,,,,OLMSTED CTR FURNITURE Q099-808MA1,No - Can be in future,846P-4OLMST3,mapped,,,
,DPR,,,,,,OLMSTED CTR ANNEX FURNITURE Q099-110MA,No - Can be in future,846P-4OLMST6,mapped,,,
,DPR,,,,,,"FMCP -RC OF OLMSTED CENTER Q099-104M/304M, Q099-205MA OMBP",Yes - Single Park,846P-4OLMSTD,mapped,,,
,DPR,,,,,,OLMSTED CENTER ELEC & WIRING UPGRADE FOR CADD Q099-801M,Yes - Single Park,846P-4OLMSTE,mapped,,,
